UTILITY CHARACTERISTICS,,,,,,TOTAL,,
,,,,,,Revenue,Sales,Customers
Year,Month,Utility Number,Utility Name,State,Data Status,Thousands Dollars,Megawatthours,Count
2013,3,14711,Pennsylvania Electric Co,NY,Final,506,5282,3341
2013,3,14711,Pennsylvania Electric Co,PA,Final,45510,378847,393260
2013,4,14711,Pennsylvania Electric Co,NY,Final,467,4649,3300
2013,4,14711,Pennsylvania Electric Co,PA,Final,39802,327072,390461
2013,5,14711,Pennsylvania Electric Co,NY,Final,422,4293,3307
2013,5,14711,Pennsylvania Electric Co,PA,Final,36043,296078,387966
2013,6,14711,Pennsylvania Electric Co,NY,Final,429,4045,3296
2013,6,14711,Pennsylvania Electric Co,PA,Final,42264,319921,386313
2013,7,14711,Pennsylvania Electric Co,NY,Final,531,5017,3289
2013,7,14711,Pennsylvania Electric Co,PA,Final,47859,366809,383059
2013,8,14711,Pennsylvania Electric Co,NY,Final,436,3663,3285
2013,8,14711,Pennsylvania Electric Co,PA,Final,40267,306332,381073
2013,9,14711,Pennsylvania Electric Co,NY,Final,505,4688,3284
2013,9,14711,Pennsylvania Electric Co,PA,Final,35355,289967,376292
2013,10,14711,Pennsylvania Electric Co,NY,Final,432,3660,3302
2013,10,14711,Pennsylvania Electric Co,PA,Final,36316,291097,371677
2013,11,14711,Pennsylvania Electric Co,NY,Final,453,3904,3294
2013,11,14711,Pennsylvania Electric Co,PA,Final,40239,330284,367491
2013,12,14711,Pennsylvania Electric Co,NY,Final,534,4762,3295
2013,12,14711,Pennsylvania Electric Co,PA,Final,44335,378921,363268
2013,1,14715,PPL Electric Utilities Corp,PA,Final,116648,973192,802741
2013,2,14715,PPL Electric Utilities Corp,PA,Final,121448,1008485,800576
2013,3,14715,PPL Electric Utilities Corp,PA,Final,108318,884880,797752
2013,4,14715,PPL Electric Utilities Corp,PA,Final,97393,788766,797329
2013,5,14715,PPL Electric Utilities Corp,PA,Final,76920,595678,799103
2013,6,14715,PPL Electric Utilities Corp,PA,Final,80082,626180,796325
2013,7,14715,PPL Electric Utilities Corp,PA,Final,96241,765878,796363
2013,8,14715,PPL Electric Utilities Corp,PA,Final,93952,736735,798999
2013,9,14715,PPL Electric Utilities Corp,PA,Final,88667,682332,796433
2013,10,14715,PPL Electric Utilities Corp,PA,Final,78566,575878,790217
2013,11,14715,PPL Electric Utilities Corp,PA,Final,82805,613214,778077
2013,12,14715,PPL Electric Utilities Corp,PA,Final,109262,841433,767755
2013,1,14716,Pennsylvania Power Co,PA,Final,14281,157763,112588
2013,2,14716,Pennsylvania Power Co,PA,Final,13573,150213,111903
2013,3,14716,Pennsylvania Power Co,PA,Final,12718,142088,111383
2013,4,14716,Pennsylvania Power Co,PA,Final,10950,122488,111008
2013,5,14716,Pennsylvania Power Co,PA,Final,10038,107602,110760
2013,6,14716,Pennsylvania Power Co,PA,Final,12881,122310,110548
2013,7,14716,Pennsylvania Power Co,PA,Final,14326,135987,109598
2013,8,14716,Pennsylvania Power Co,PA,Final,13133,129255,107847
2013,9,14716,Pennsylvania Power Co,PA,Final,10217,109886,105805
2013,10,14716,Pennsylvania Power Co,PA,Final,10054,107121,104128
2013,11,14716,Pennsylvania Power Co,PA,Final,11040,119618,103316
2013,12,14716,Pennsylvania Power Co,PA,Final,13320,146210,102389
2013,1,14724,Pennyrile Rural Electric Coop,KY,Final,10900,107413,46725
2013,2,14724,Pennyrile Rural Electric Coop,KY,Final,9805,100712,47038
2013,3,14724,Pennyrile Rural Electric Coop,KY,Final,9817,101237,46859
2013,4,14724,Pennyrile Rural Electric Coop,KY,Final,8428,87450,46809
2013,5,14724,Pennyrile Rural Electric Coop,KY,Final,7900,81681,46932
2013,6,14724,Pennyrile Rural Electric Coop,KY,Final,10211,96545,46927
2013,7,14724,Pennyrile Rural Electric Coop,KY,Final,10567,101380,47034
2013,8,14724,Pennyrile Rural Electric Coop,KY,Final,10550,102485,47123
2013,9,14724,Pennyrile Rural Electric Coop,KY,Final,10272,101362,47061
2013,10,14724,Pennyrile Rural Electric Coop,KY,Final,8176,87323,47170
2013,11,14724,Pennyrile Rural Electric Coop,KY,Final,8928,94074,47225
2013,12,14724,Pennyrile Rural Electric Coop,KY,Final,10578,106696,47077
2013,1,14940,PECO Energy Co,PA,Final,165000,1212841,1075614
2013,2,14940,PECO Energy Co,PA,Final,161410,1238391,1070347
2013,3,14940,PECO Energy Co,PA,Final,138270,1008901,1067871
2013,4,14940,PECO Energy Co,PA,Final,126683,883254,1065087
2013,5,14940,PECO Energy Co,PA,Final,106787,724471,1059677
2013,6,14940,PECO Energy Co,PA,Final,124394,912700,1057631
2013,7,14940,PECO Energy Co,PA,Final,170871,1242441,1058997
2013,8,14940,PECO Energy Co,PA,Final,154942,1130123,1062220
2013,9,14940,PECO Energy Co,PA,Final,148843,1035869,1063399
2013,10,14940,PECO Energy Co,PA,Final,107941,754465,1062045
2013,11,14940,PECO Energy Co,PA,Final,112743,794423,1060848
2013,12,14940,PECO Energy Co,PA,Final,152526,1060902,1053437
2013,1,15040,City of Pierre - (SD),SD,Final,1203,15776,7157
2013,2,15040,City of Pierre - (SD),SD,Final,1251,16100,7148
2013,3,15040,City of Pierre - (SD),SD,Final,1168,14799,7180
2013,4,15040,City of Pierre - (SD),SD,Final,1331,17189,7196
2013,5,15040,City of Pierre - (SD),SD,Final,1062,13147,7212
2013,6,15040,City of Pierre - (SD),SD,Final,1121,14192,7280
2013,7,15040,City of Pierre - (SD),SD,Final,1221,14680,7302
2013,8,15040,City of Pierre - (SD),SD,Final,1389,16869,7287
2013,9,15040,City of Pierre - (SD),SD,Final,1543,19120,7323
2013,10,15040,City of Pierre - (SD),SD,Final,1110,13874,7283
2013,11,15040,City of Pierre - (SD),SD,Final,1006,12394,7266
2013,12,15040,City of Pierre - (SD),SD,Final,1309,16764,7275
2013,1,15045,Pike County Light & Power Co,PA,Final,402,2970,1864
2013,2,15045,Pike County Light & Power Co,PA,Final,377,2743,1883
2013,3,15045,Pike County Light & Power Co,PA,Final,323,2858,1898
2013,4,15045,Pike County Light & Power Co,PA,Final,295,2424,1909
2013,5,15045,Pike County Light & Power Co,PA,Final,302,2491,1916
2013,6,15045,Pike County Light & Power Co,PA,Final,426,2730,1930
2013,7,15045,Pike County Light & Power Co,PA,Final,497,3455,1949
2013,8,15045,Pike County Light & Power Co,PA,Final,432,2940,1959
2013,9,15045,Pike County Light & Power Co,PA,Final,340,2571,1993
2013,10,15045,Pike County Light & Power Co,PA,Final,345,2415,2014
2013,11,15045,Pike County Light & Power Co,PA,Final,367,2615,2028
2013,12,15045,Pike County Light & Power Co,PA,Final,526,3110,2043
2013,1,15086,Pioneer Power and Light Co,WI,Final,204,1565,2177
2013,2,15086,Pioneer Power and Light Co,WI,Final,184,1458,2184
2013,3,15086,Pioneer Power and Light Co,WI,Final,175,1351,2184
2013,4,15086,Pioneer Power and Light Co,WI,Final,175,1340,2188
2013,5,15086,Pioneer Power and Light Co,WI,Final,141,1064,2186
2013,6,15086,Pioneer Power and Light Co,WI,Final,165,1192,2192
2013,7,15086,Pioneer Power and Light Co,WI,Final,212,1499,2190
2013,8,15086,Pioneer Power and Light Co,WI,Final,238,1590,2378
2013,9,15086,Pioneer Power and Light Co,WI,Final,235,1498,2378
2013,10,15086,Pioneer Power and Light Co,WI,Final,163,1080,2270
2013,11,15086,Pioneer Power and Light Co,WI,Final,174,1229,2270
2013,12,15086,Pioneer Power and Light Co,WI,Final,194,1443,2195
2013,1,15248,Portland General Electric Co,OR,Final,157595,1744064,828500
2013,2,15248,Portland General Electric Co,OR,Final,128099,1414963,828955
2013,3,15248,Portland General Electric Co,OR,Final,133070,1487206,829385
2013,4,15248,Portland General Electric Co,OR,Final,120086,1357552,830181
2013,5,15248,Portland General Electric Co,OR,Final,119781,1360168,832727
2013,6,15248,Portland General Electric Co,OR,Final,116238,1321058,833236
2013,7,15248,Portland General Electric Co,OR,Final,131969,1489123,833537
2013,8,15248,Portland General Electric Co,OR,Final,128501,1475910,834247
2013,9,15248,Portland General Electric Co,OR,Final,116328,1329558,835029
2013,10,15248,Portland General Electric Co,OR,Final,132523,1477894,835447
2013,11,15248,Portland General Electric Co,OR,Final,135372,1494468,834625
2013,12,15248,Portland General Electric Co,OR,Final,171045,1856061,835638
2013,1,15257,"Poudre Valley R  E  A, Inc",CO,Final,8534,84665,34752
2013,2,15257,"Poudre Valley R  E  A, Inc",CO,Final,8534,84665,34752
2013,3,15257,"Poudre Valley R  E  A, Inc",CO,Final,7762,75964,34876
2013,4,15257,"Poudre Valley R  E  A, Inc",CO,Final,7998,82166,35582
2013,5,15257,"Poudre Valley R  E  A, Inc",CO,Final,8064,82099,35685
2013,6,15257,"Poudre Valley R  E  A, Inc",CO,Final,8430,77550,35771
2013,7,15257,"Poudre Valley R  E  A, Inc",CO,Final,9674,93335,35888
2013,8,15257,"Poudre Valley R  E  A, Inc",CO,Final,9201,89857,35936
2013,9,15257,"Poudre Valley R  E  A, Inc",CO,Final,8174,81804,35964
2013,10,15257,"Poudre Valley R  E  A, Inc",CO,Final,7290,73420,35623
2013,11,15257,"Poudre Valley R  E  A, Inc",CO,Final,7484,75893,35531
2013,12,15257,"Poudre Valley R  E  A, Inc",CO,Final,8458,83883,35543
2013,1,15263,The Potomac Edison Company,MD,Final,36476,378281,213740
2013,1,15263,The Potomac Edison Company,WV,Final,27031,327499,136079
2013,2,15263,The Potomac Edison Company,MD,Final,33132,342076,213318
2013,2,15263,The Potomac Edison Company,WV,Final,27291,327559,136206
2013,3,15263,The Potomac Edison Company,MD,Final,34738,365779,212527
2013,3,15263,The Potomac Edison Company,WV,Final,28653,346094,136216
2013,4,15263,The Potomac Edison Company,MD,Final,26515,258384,211931
2013,4,15263,The Potomac Edison Company,WV,Final,22078,251013,136264
2013,5,15263,The Potomac Edison Company,MD,Final,27318,283302,211436
2013,5,15263,The Potomac Edison Company,WV,Final,20211,256101,136349
2013,6,15263,The Potomac Edison Company,MD,Final,28063,279108,211047
2013,6,15263,The Potomac Edison Company,WV,Final,21699,273653,136327
2013,7,15263,The Potomac Edison Company,MD,Final,32425,328024,210793
2013,7,15263,The Potomac Edison Company,WV,Final,22452,292674,136513
2013,8,15263,The Potomac Edison Company,MD,Final,29320,295300,210754
2013,8,15263,The Potomac Edison Company,WV,Final,21072,267223,136556
2013,9,15263,The Potomac Edison Company,MD,Final,25228,253451,211002
2013,9,15263,The Potomac Edison Company,WV,Final,18763,238999,136722
2013,10,15263,The Potomac Edison Company,MD,Final,25143,256080,211298
2013,10,15263,The Potomac Edison Company,WV,Final,19139,258611,136844
2013,11,15263,The Potomac Edison Company,MD,Final,28818,296542,211915
2013,11,15263,The Potomac Edison Company,WV,Final,23744,306441,136996
2013,12,15263,The Potomac Edison Company,MD,Final,33860,353517,212585
2013,12,15263,The Potomac Edison Company,WV,Final,25941,332914,137192
2013,1,15270,Potomac Electric Power Co,DC,Final,27845,232046,220241
2013,1,15270,Potomac Electric Power Co,MD,Final,73831,618681,397066
2013,2,15270,Potomac Electric Power Co,DC,Final,29393,250540,218448
2013,2,15270,Potomac Electric Power Co,MD,Final,63170,515925,394309
2013,3,15270,Potomac Electric Power Co,DC,Final,31871,263533,217315
2013,3,15270,Potomac Electric Power Co,MD,Final,53122,452499,392005
2013,4,15270,Potomac Electric Power Co,DC,Final,23126,191248,217285
2013,4,15270,Potomac Electric Power Co,MD,Final,47814,405720,388949
2013,5,15270,Potomac Electric Power Co,DC,Final,21957,178794,218137
2013,5,15270,Potomac Electric Power Co,MD,Final,46974,390774,387098
2013,6,15270,Potomac Electric Power Co,DC,Final,29671,240130,217004
2013,6,15270,Potomac Electric Power Co,MD,Final,68605,491815,384357
2013,7,15270,Potomac Electric Power Co,DC,Final,42010,321758,217990
2013,7,15270,Potomac Electric Power Co,MD,Final,91911,647235,381952
2013,8,15270,Potomac Electric Power Co,DC,Final,37536,289073,217848
2013,8,15270,Potomac Electric Power Co,MD,Final,80336,560406,381554
2013,9,15270,Potomac Electric Power Co,DC,Final,26715,207068,219013
2013,9,15270,Potomac Electric Power Co,MD,Final,64351,442539,385484
2013,10,15270,Potomac Electric Power Co,DC,Final,26005,197515,220504
2013,10,15270,Potomac Electric Power Co,MD,Final,53302,368155,384598
2013,11,15270,Potomac Electric Power Co,DC,Final,23833,187523,221640
2013,11,15270,Potomac Electric Power Co,MD,Final,51119,403730,386220
2013,12,15270,Potomac Electric Power Co,DC,Final,29686,238295,223075
2013,12,15270,Potomac Electric Power Co,MD,Final,72485,562650,389513
2013,1,15444,Provo City Corp,UT,Final,5204,62615,35416
2013,2,15444,Provo City Corp,UT,Final,5404,65797,35442
2013,3,15444,Provo City Corp,UT,Final,4908,58679,35450
2013,4,15444,Provo City Corp,UT,Final,4716,57063,35562
2013,5,15444,Provo City Corp,UT,Final,4706,55926,35964
2013,6,15444,Provo City Corp,UT,Final,5214,62874,35573
2013,7,15444,Provo City Corp,UT,Final,6566,77721,36028
2013,8,15444,Provo City Corp,UT,Final,7208,85140,36362
2013,9,15444,Provo City Corp,UT,Final,6721,79359,36256
2013,10,15444,Provo City Corp,UT,Final,5436,63481,35966
2013,11,15444,Provo City Corp,UT,Final,4890,58952,35928
2013,12,15444,Provo City Corp,UT,Final,5068,61120,36022
2013,1,15466,Public Service Co of Colorado,CO,Final,220415,2457406,1387775
2013,2,15466,Public Service Co of Colorado,CO,Final,203915,2181306,1388924
2013,3,15466,Public Service Co of Colorado,CO,Final,215554,2347566,1390151
2013,4,15466,Public Service Co of Colorado,CO,Final,201258,2213564,1391085
2013,5,15466,Public Service Co of Colorado,CO,Final,211218,2280210,1391801
2013,6,15466,Public Service Co of Colorado,CO,Final,263575,2478307,1392216
2013,7,15466,Public Service Co of Colorado,CO,Final,279661,2688759,1392205
2013,8,15466,Public Service Co of Colorado,CO,Final,285467,2702119,1392843
2013,9,15466,Public Service Co of Colorado,CO,Final,249665,2394331,1392910
2013,10,15466,Public Service Co of Colorado,CO,Final,211776,2290289,1394587
2013,11,15466,Public Service Co of Colorado,CO,Final,220260,2296910,1395157
2013,12,15466,Public Service Co of Colorado,CO,Final,230149,2530460,1397003
2013,1,15470,Duke Energy Indiana Inc,IN,Final,217067,2546349,796489
2013,2,15470,Duke Energy Indiana Inc,IN,Final,208972,2354076,793593
2013,3,15470,Duke Energy Indiana Inc,IN,Final,209577,2351862,793429
2013,4,15470,Duke Energy Indiana Inc,IN,Final,185813,2078142,792884
2013,5,15470,Duke Energy Indiana Inc,IN,Final,201185,2158391,789287
2013,6,15470,Duke Energy Indiana Inc,IN,Final,206945,2327371,790014
2013,7,15470,Duke Energy Indiana Inc,IN,Final,217689,2474163,791176
2013,8,15470,Duke Energy Indiana Inc,IN,Final,230646,2568381,786268
2013,9,15470,Duke Energy Indiana Inc,IN,Final,203589,2250997,792731
2013,10,15470,Duke Energy Indiana Inc,IN,Final,212383,2180727,792045
2013,11,15470,Duke Energy Indiana Inc,IN,Final,205143,2179784,794358
2013,12,15470,Duke Energy Indiana Inc,IN,Final,228802,2532827,800795
2013,1,15472,Public Service Co of NH,NH,Final,67451,399087,449609
2013,2,15472,Public Service Co of NH,NH,Final,67911,386637,438485
2013,3,15472,Public Service Co of NH,NH,Final,60128,337848,431795
2013,4,15472,Public Service Co of NH,NH,Final,55543,308366,407035
2013,5,15472,Public Service Co of NH,NH,Final,50163,271496,398646
2013,6,15472,Public Service Co of NH,NH,Final,52619,283172,389891
2013,7,15472,Public Service Co of NH,NH,Final,62461,351056,386357
2013,8,15472,Public Service Co of NH,NH,Final,58606,331974,383605
2013,9,15472,Public Service Co of NH,NH,Final,54344,303238,380530
2013,10,15472,Public Service Co of NH,NH,Final,46336,250477,379288
2013,11,15472,Public Service Co of NH,NH,Final,46897,257326,377197
2013,12,15472,Public Service Co of NH,NH,Final,55139,313984,376893
2013,1,15473,Public Service Co of NM,NM,Final,81535,809376,507225
2013,2,15473,Public Service Co of NM,NM,Final,70739,696046,507355
2013,3,15473,Public Service Co of NM,NM,Final,70778,708596,507496
2013,4,15473,Public Service Co of NM,NM,Final,67238,686059,507661
2013,5,15473,Public Service Co of NM,NM,Final,73303,745851,507762
2013,6,15473,Public Service Co of NM,NM,Final,98123,900248,507914
2013,7,15473,Public Service Co of NM,NM,Final,100758,889747,507922
2013,8,15473,Public Service Co of NM,NM,Final,101150,875482,508368
2013,9,15473,Public Service Co of NM,NM,Final,77266,765864,508714
2013,10,15473,Public Service Co of NM,NM,Final,69748,706203,509160
2013,11,15473,Public Service Co of NM,NM,Final,69140,703227,509566
2013,12,15473,Public Service Co of NM,NM,Final,80626,799297,509845
2013,1,15474,Public Service Co of Oklahoma,OK,Final,73792,1384026,537931
2013,2,15474,Public Service Co of Oklahoma,OK,Final,72831,1255250,536569
2013,3,15474,Public Service Co of Oklahoma,OK,Final,94738,1346465,536958
2013,4,15474,Public Service Co of Oklahoma,OK,Final,84799,1218751,538175
2013,5,15474,Public Service Co of Oklahoma,OK,Final,94085,1372389,537834
2013,6,15474,Public Service Co of Oklahoma,OK,Final,117467,1666716,537605
2013,7,15474,Public Service Co of Oklahoma,OK,Final,129404,1824310,538515
2013,8,15474,Public Service Co of Oklahoma,OK,Final,130356,1845492,538429
2013,9,15474,Public Service Co of Oklahoma,OK,Final,121287,1600771,538183
2013,10,15474,Public Service Co of Oklahoma,OK,Final,96483,1315237,538472
2013,11,15474,Public Service Co of Oklahoma,OK,Final,82508,1287150,538072
2013,12,15474,Public Service Co of Oklahoma,OK,Final,95991,1565106,539894
2013,1,15477,Public Service Elec & Gas Co,NJ,Final,222567,1596539,1781915
2013,2,15477,Public Service Elec & Gas Co,NJ,Final,203472,1481095,1827212
2013,3,15477,Public Service Elec & Gas Co,NJ,Final,206812,1481841,1863852
2013,4,15477,Public Service Elec & Gas Co,NJ,Final,178118,1238679,1845593
2013,5,15477,Public Service Elec & Gas Co,NJ,Final,212186,1404762,1849888
2013,6,15477,Public Service Elec & Gas Co,NJ,Final,286856,1774030,1845150
2013,7,15477,Public Service Elec & Gas Co,NJ,Final,388119,2413694,1850439
2013,8,15477,Public Service Elec & Gas Co,NJ,Final,295403,1894498,1849978
2013,9,15477,Public Service Elec & Gas Co,NJ,Final,236891,1546094,1861823
2013,10,15477,Public Service Elec & Gas Co,NJ,Final,194738,1389927,1859258
2013,11,15477,Public Service Elec & Gas Co,NJ,Final,201150,1441586,1866923
2013,12,15477,Public Service Elec & Gas Co,NJ,Final,220584,1568253,1859003
2013,1,15500,Puget Sound Energy Inc,WA,Final,226305,2223199,1093176
2013,2,15500,Puget Sound Energy Inc,WA,Final,205481,2041327,1094459
2013,3,15500,Puget Sound Energy Inc,WA,Final,186705,1881965,1094997
2013,4,15500,Puget Sound Energy Inc,WA,Final,177607,1830844,1079127
2013,5,15500,Puget Sound Energy Inc,WA,Final,154109,1585098,1080072
2013,6,15500,Puget Sound Energy Inc,WA,Final,128839,1331954,1080759
2013,7,15500,Puget Sound Energy Inc,WA,Final,159501,1655313,1081272
2013,8,15500,Puget Sound Energy Inc,WA,Final,149069,1520388,1081704
2013,9,15500,Puget Sound Energy Inc,WA,Final,151671,1548755,1082379
2013,10,15500,Puget Sound Energy Inc,WA,Final,156221,1584501,1083870
2013,11,15500,Puget Sound Energy Inc,WA,Final,172998,1725775,1085501
2013,12,15500,Puget Sound Energy Inc,WA,Final,210331,2091015,1086959
2013,1,15748,Town of Reading - (MA),MA,Final,6703,55674,29310
2013,2,15748,Town of Reading - (MA),MA,Final,6908,60383,29304
2013,3,15748,Town of Reading - (MA),MA,Final,6456,53998,29385
2013,4,15748,Town of Reading - (MA),MA,Final,6195,53798,29382
2013,5,15748,Town of Reading - (MA),MA,Final,5524,50002,29382
2013,6,15748,Town of Reading - (MA),MA,Final,5695,58662,29391
2013,7,15748,Town of Reading - (MA),MA,Final,7227,65276,29436
2013,8,15748,Town of Reading - (MA),MA,Final,7795,67358,29458
2013,9,15748,Town of Reading - (MA),MA,Final,7442,68447,29465
2013,10,15748,Town of Reading - (MA),MA,Final,5614,53459,29465
2013,11,15748,Town of Reading - (MA),MA,Final,5715,54829,29528
2013,12,15748,Town of Reading - (MA),MA,Final,5440,51400,29538
2013,1,16181,Rochester Public Utilities,MN,Final,10577,108832,50005
2013,2,16181,Rochester Public Utilities,MN,Final,9196,91214,50010
2013,3,16181,Rochester Public Utilities,MN,Final,9556,97170,50020
2013,4,16181,Rochester Public Utilities,MN,Final,9299,93460,50049
2013,5,16181,Rochester Public Utilities,MN,Final,9096,92066,50082
2013,6,16181,Rochester Public Utilities,MN,Final,11502,110812,50091
2013,7,16181,Rochester Public Utilities,MN,Final,13001,120491,50212
2013,8,16181,Rochester Public Utilities,MN,Final,12789,120137,50214
2013,9,16181,Rochester Public Utilities,MN,Final,11962,107689,50261
2013,10,16181,Rochester Public Utilities,MN,Final,10441,103263,50295
2013,11,16181,Rochester Public Utilities,MN,Final,8167,82946,50347
2013,12,16181,Rochester Public Utilities,MN,Final,10059,102604,50382
2013,1,16183,Rochester Gas & Electric Corp,NY,Final,31488,235484,265525
2013,2,16183,Rochester Gas & Electric Corp,NY,Final,26131,202733,265634
2013,3,16183,Rochester Gas & Electric Corp,NY,Final,25999,217453,265420
2013,4,16183,Rochester Gas & Electric Corp,NY,Final,23506,177433,265697
2013,5,16183,Rochester Gas & Electric Corp,NY,Final,26876,198256,266265
2013,6,16183,Rochester Gas & Electric Corp,NY,Final,28196,210315,267234
2013,7,16183,Rochester Gas & Electric Corp,NY,Final,37030,266917,267637
2013,8,16183,Rochester Gas & Electric Corp,NY,Final,33810,249349,269073
2013,9,16183,Rochester Gas & Electric Corp,NY,Final,25593,191020,269176
2013,10,16183,Rochester Gas & Electric Corp,NY,Final,28246,200669,269553
2013,11,16183,Rochester Gas & Electric Corp,NY,Final,24569,210141,269998
2013,12,16183,Rochester Gas & Electric Corp,NY,Final,31044,233972,269990
2013,1,16213,Rockland Electric Co,NJ,Final,12563,79203,63785
2013,2,16213,Rockland Electric Co,NJ,Final,10499,66158,63405
2013,3,16213,Rockland Electric Co,NJ,Final,11078,67908,63217
2013,4,16213,Rockland Electric Co,NJ,Final,9833,59031,63092
2013,5,16213,Rockland Electric Co,NJ,Final,11396,69637,62884
2013,6,16213,Rockland Electric Co,NJ,Final,14817,93051,62807
2013,7,16213,Rockland Electric Co,NJ,Final,20278,126599,62983
2013,8,16213,Rockland Electric Co,NJ,Final,14998,92248,62989
2013,9,16213,Rockland Electric Co,NJ,Final,12459,74872,63050
2013,10,16213,Rockland Electric Co,NJ,Final,10676,66154,63059
2013,11,16213,Rockland Electric Co,NJ,Final,9870,61538,63114
2013,12,16213,Rockland Electric Co,NJ,Final,12304,81838,63104
2013,1,16286,Rosebud Electric Coop Inc,SD,Final,846,10234,5368
2013,2,16286,Rosebud Electric Coop Inc,SD,Final,783,9383,5366
2013,3,16286,Rosebud Electric Coop Inc,SD,Final,711,8342,5359
2013,4,16286,Rosebud Electric Coop Inc,SD,Final,757,8158,5376
2013,5,16286,Rosebud Electric Coop Inc,SD,Final,623,5842,5380
2013,6,16286,Rosebud Electric Coop Inc,SD,Final,528,4746,5399
2013,7,16286,Rosebud Electric Coop Inc,SD,Final,630,5877,5405
2013,8,16286,Rosebud Electric Coop Inc,SD,Final,598,5634,5410
2013,9,16286,Rosebud Electric Coop Inc,SD,Final,665,6571,5414
2013,10,16286,Rosebud Electric Coop Inc,SD,Final,538,5017,5405
2013,11,16286,Rosebud Electric Coop Inc,SD,Final,820,8560,5407
2013,12,16286,Rosebud Electric Coop Inc,SD,Final,898,10117,5394
2013,1,16496,Rutherford Elec Member Corp,NC,Final,11239,108659,67518
2013,2,16496,Rutherford Elec Member Corp,NC,Final,12223,117282,67535
2013,3,16496,Rutherford Elec Member Corp,NC,Final,12395,113409,67577
2013,4,16496,Rutherford Elec Member Corp,NC,Final,11682,97806,67601
2013,5,16496,Rutherford Elec Member Corp,NC,Final,9368,78416,67623
2013,6,16496,Rutherford Elec Member Corp,NC,Final,9398,88764,67593
2013,7,16496,Rutherford Elec Member Corp,NC,Final,9995,103913,67636
2013,8,16496,Rutherford Elec Member Corp,NC,Final,10747,106852,67714
2013,9,16496,Rutherford Elec Member Corp,NC,Final,10994,101069,67732
2013,10,16496,Rutherford Elec Member Corp,NC,Final,9341,83351,67693
2013,11,16496,Rutherford Elec Member Corp,NC,Final,8730,87291,67753
2013,12,16496,Rutherford Elec Member Corp,NC,Final,10862,110396,67803
2013,1,16534,Sacramento Municipal Util Dist,CA,Final,106701,914598,604934
2013,2,16534,Sacramento Municipal Util Dist,CA,Final,85290,761671,605428
2013,3,16534,Sacramento Municipal Util Dist,CA,Final,85898,766183,605974
2013,4,16534,Sacramento Municipal Util Dist,CA,Final,84468,745059,606843
2013,5,16534,Sacramento Municipal Util Dist,CA,Final,97918,865141,606659
2013,6,16534,Sacramento Municipal Util Dist,CA,Final,112397,942812,607261
2013,7,16534,Sacramento Municipal Util Dist,CA,Final,155712,1119390,608033
2013,8,16534,Sacramento Municipal Util Dist,CA,Final,129867,990252,608377
2013,9,16534,Sacramento Municipal Util Dist,CA,Final,116805,898694,609359
2013,10,16534,Sacramento Municipal Util Dist,CA,Final,96943,800082,609811
2013,11,16534,Sacramento Municipal Util Dist,CA,Final,79789,761202,609897
2013,12,16534,Sacramento Municipal Util Dist,CA,Final,100568,881542,610149
2013,1,16565,Salmon River Electric Coop Inc,ID,Final,986,25055,2602
2013,2,16565,Salmon River Electric Coop Inc,ID,Final,1030,22966,2605
2013,3,16565,Salmon River Electric Coop Inc,ID,Final,1026,23625,2611
2013,4,16565,Salmon River Electric Coop Inc,ID,Final,994,19982,2605
2013,5,16565,Salmon River Electric Coop Inc,ID,Final,876,23449,2825
2013,6,16565,Salmon River Electric Coop Inc,ID,Final,946,23239,2826
2013,7,16565,Salmon River Electric Coop Inc,ID,Final,895,22504,2827
2013,8,16565,Salmon River Electric Coop Inc,ID,Final,1073,23715,2825
2013,9,16565,Salmon River Electric Coop Inc,ID,Final,993,21365,2823
2013,10,16565,Salmon River Electric Coop Inc,ID,Final,947,21009,2828
2013,11,16565,Salmon River Electric Coop Inc,ID,Final,823,21768,2623
2013,12,16565,Salmon River Electric Coop Inc,ID,Final,941,23008,2639
2013,1,16572,Salt River Project,AZ,Final,167907,2033030,976863
2013,2,16572,Salt River Project,AZ,Final,146843,1755421,978481
2013,3,16572,Salt River Project,AZ,Final,148695,1808804,978373
2013,4,16572,Salt River Project,AZ,Final,171548,1907174,968968
2013,5,16572,Salt River Project,AZ,Final,234165,2342077,967876
2013,6,16572,Salt River Project,AZ,Final,301755,2829162,968860
2013,7,16572,Salt River Project,AZ,Final,355821,3155059,969250
2013,8,16572,Salt River Project,AZ,Final,328794,3036417,971405
2013,9,16572,Salt River Project,AZ,Final,268860,2624895,972561
2013,10,16572,Salt River Project,AZ,Final,186724,1939063,979605
2013,11,16572,Salt River Project,AZ,Final,144054,1752143,985271
2013,12,16572,Salt River Project,AZ,Final,162916,1943954,988540
2013,1,16603,"San Luis Valley R E C, Inc",CO,Final,2045,13991,12250
2013,2,16603,"San Luis Valley R E C, Inc",CO,Final,2046,13344,12242
2013,3,16603,"San Luis Valley R E C, Inc",CO,Final,1784,11063,12242
2013,4,16603,"San Luis Valley R E C, Inc",CO,Final,1762,10651,12250
2013,5,16603,"San Luis Valley R E C, Inc",CO,Final,2316,15049,12260
2013,6,16603,"San Luis Valley R E C, Inc",CO,Final,3550,26048,12257
2013,7,16603,"San Luis Valley R E C, Inc",CO,Final,4506,34712,12264
2013,8,16603,"San Luis Valley R E C, Inc",CO,Final,3997,29582,12271
2013,9,16603,"San Luis Valley R E C, Inc",CO,Final,3094,21597,12268
