UTILITY CHARATERISTICS,,,,,,,TOTAL,,
,,,,,,,Revenue,Sales,Customers
2021,2,1738,Bonneville Power Administration,WA,Federal,Preliminary,4156,100038,10
2021,3,1738,Bonneville Power Administration,OR,Federal,Preliminary,20,531,1
2021,3,1738,Bonneville Power Administration,WA,Federal,Preliminary,3989,102907,10
2021,1,1764,Black Diamond Power Co,WV,Investor Owned,Preliminary,733,5597,3932
2021,2,1764,Black Diamond Power Co,WV,Investor Owned,Preliminary,749,5749,3972
2021,3,1764,Black Diamond Power Co,WV,Investor Owned,Preliminary,577,4178,3950
2021,1,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,Preliminary,2031,16542,10448
2021,2,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,Preliminary,2214,18831,10455
2021,3,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,Preliminary,1800,13510,10467
2021,1,1857,Block Island Utility District,RI,Political Subdivision,Preliminary,303,911,1967
2021,2,1857,Block Island Utility District,RI,Political Subdivision,Preliminary,291,872,1970
2021,3,1857,Block Island Utility District,RI,Political Subdivision,Preliminary,272,802,1980
2021,1,2008,City of Boulder City - (NV),NV,Municipal,Preliminary,1122,10284,8087
2021,2,2008,City of Boulder City - (NV),NV,Municipal,Preliminary,1192,11009,8102
2021,3,2008,City of Boulder City - (NV),NV,Municipal,Preliminary,1029,9311,8140
2021,1,2010,City of Bountiful,UT,Municipal,Preliminary,2138,21348,17190
2021,2,2010,City of Bountiful,UT,Municipal,Preliminary,2117,20661,17194
2021,3,2010,City of Bountiful,UT,Municipal,Preliminary,1946,19511,17245
2021,1,2247,City of Bristol - (TN),TN,Municipal,Preliminary,8631,93591,34038
2021,2,2247,City of Bristol - (TN),TN,Municipal,Preliminary,8064,87208,33993
2021,3,2247,City of Bristol - (TN),TN,Municipal,Preliminary,7471,80570,34124
2021,1,2285,City of Brookings - (SD),SD,Municipal,Preliminary,2562,26659,11420
2021,2,2285,City of Brookings - (SD),SD,Municipal,Preliminary,2525,28063,11486
2021,3,2285,City of Brookings - (SD),SD,Municipal,Preliminary,2267,28779,11514
2021,1,2548,City of Burlington Electric - (VT),VT,Municipal,Preliminary,3915,27122,21336
2021,2,2548,City of Burlington Electric - (VT),VT,Municipal,Preliminary,3619,25189,21265
2021,3,2548,City of Burlington Electric - (VT),VT,Municipal,Preliminary,3896,26093,21337
2021,1,3046,Duke Energy Progress - (NC),NC,Investor Owned,Preliminary,302813,3439870,1463368
2021,1,3046,Duke Energy Progress - (NC),SC,Investor Owned,Preliminary,49125,559688,171806
2021,2,3046,Duke Energy Progress - (NC),NC,Investor Owned,Preliminary,314552,3254671,1465857
2021,2,3046,Duke Energy Progress - (NC),SC,Investor Owned,Preliminary,47456,520712,171940
2021,3,3046,Duke Energy Progress - (NC),NC,Investor Owned,Preliminary,254201,2604435,1468796
2021,3,3046,Duke Energy Progress - (NC),SC,Investor Owned,Preliminary,41469,423267,172196
2021,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Preliminary,13428,163630,72441
2021,1,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,Preliminary,1597,17583,12150
2021,2,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Preliminary,17100,200101,94620
2021,2,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,Preliminary,1741,19286,12456
2021,3,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Preliminary,13107,149303,94962
2021,3,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,Preliminary,1164,11593,12477
2021,1,3236,"Central Electric Coop, Inc - (SD)",SD,Cooperative,Preliminary,3186,34325,7217
2021,2,3236,"Central Electric Coop, Inc - (SD)",SD,Cooperative,Preliminary,3132,33325,7220
2021,3,3236,"Central Electric Coop, Inc - (SD)",SD,Cooperative,Preliminary,2921,30158,7223
2021,1,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,Preliminary,38117,243112,248526
2021,2,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,Preliminary,36320,231635,242839
2021,3,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,Preliminary,40358,245368,262173
2021,1,3265,Cleco Power LLC,LA,Investor Owned,Preliminary,64334,709596,290304
2021,2,3265,Cleco Power LLC,LA,Investor Owned,Preliminary,69894,714460,290596
2021,3,3265,Cleco Power LLC,LA,Investor Owned,Preliminary,64805,623277,291180
2021,1,3266,Central Maine Power Co,ME,Investor Owned,Preliminary,67449,433925,553134
2021,2,3266,Central Maine Power Co,ME,Investor Owned,Preliminary,65321,434086,520786
2021,3,3266,Central Maine Power Co,ME,Investor Owned,Preliminary,64491,426442,565746
2021,1,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,Preliminary,4561,57235,14903
2021,2,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,Preliminary,4545,55383,14925
2021,3,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,Preliminary,4737,56461,14970
2021,1,3408,City of Chattanooga - (TN),GA,Municipal,Preliminary,2242,21076,10964
2021,1,3408,City of Chattanooga - (TN),TN,Municipal,Preliminary,45773,473960,178733
2021,2,3408,City of Chattanooga - (TN),GA,Municipal,Preliminary,2222,21051,10978
2021,2,3408,City of Chattanooga - (TN),TN,Municipal,Preliminary,45914,481282,179128
2021,3,3408,City of Chattanooga - (TN),GA,Municipal,Preliminary,1657,15364,11045
2021,3,3408,City of Chattanooga - (TN),TN,Municipal,Preliminary,41440,427536,180285
2021,1,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Investor Owned,Preliminary,14488,145393,43598
2021,2,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Investor Owned,Preliminary,21750,134760,43590
2021,3,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Investor Owned,Preliminary,13140,141708,43819
2021,1,3522,Chugach Electric Assn Inc,AK,Cooperative,Preliminary,29095,174377,112737
2021,2,3522,Chugach Electric Assn Inc,AK,Cooperative,Preliminary,28522,163502,112716
2021,3,3522,Chugach Electric Assn Inc,AK,Cooperative,Preliminary,30258,174680,112729
2021,1,3542,Duke Energy Ohio Inc,OH,Investor Owned,Preliminary,34973,339063,261491
2021,2,3542,Duke Energy Ohio Inc,OH,Investor Owned,Preliminary,37453,371079,261491
2021,3,3542,Duke Energy Ohio Inc,OH,Investor Owned,Preliminary,29541,279511,273930
2021,1,3597,Citizens Electric Co - (PA),PA,Investor Owned,Preliminary,1435,13278,7004
2021,2,3597,Citizens Electric Co - (PA),PA,Investor Owned,Preliminary,1401,14426,7015
2021,3,3597,Citizens Electric Co - (PA),PA,Investor Owned,Preliminary,1172,11772,7023
2021,1,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,Preliminary,34473,443079,219828
2021,2,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,Preliminary,35389,428061,220211
2021,3,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,Preliminary,34965,423419,220635
2021,1,3704,City of Clarksville - (TN),TN,Municipal,Preliminary,15822,150093,74358
2021,2,3704,City of Clarksville - (TN),TN,Municipal,Preliminary,17023,163981,74675
2021,3,3704,City of Clarksville - (TN),TN,Municipal,Preliminary,14457,134928,75267
2021,1,3755,Cleveland Electric Illum Co,OH,Investor Owned,Preliminary,20155,182101,192149
2021,2,3755,Cleveland Electric Illum Co,OH,Investor Owned,Preliminary,20728,189356,188130
2021,3,3755,Cleveland Electric Illum Co,OH,Investor Owned,Preliminary,21030,176230,192818
2021,1,3758,City of Cleveland - (TN),TN,Municipal,Preliminary,8777,90674,32143
2021,2,3758,City of Cleveland - (TN),TN,Municipal,Preliminary,8878,92233,32266
2021,3,3758,City of Cleveland - (TN),TN,Municipal,Preliminary,7720,78299,32281
2021,1,3812,City of Clinton - (TN),TN,Municipal,Preliminary,7280,75744,30202
2021,2,3812,City of Clinton - (TN),TN,Municipal,Preliminary,7080,73168,30270
2021,3,3812,City of Clinton - (TN),TN,Municipal,Preliminary,5781,60031,30248
2021,1,3828,Cloverland Electric Co-op,MI,Cooperative,Preliminary,7374,62977,42810
2021,2,3828,Cloverland Electric Co-op,MI,Cooperative,Preliminary,6859,61790,42819
2021,3,3828,Cloverland Electric Co-op,MI,Cooperative,Preliminary,6633,59325,42820
2021,1,3841,Coast Electric Power Assn,MS,Cooperative,Preliminary,17681,159117,85445
2021,2,3841,Coast Electric Power Assn,MS,Cooperative,Preliminary,17375,155777,85335
2021,3,3841,Coast Electric Power Assn,MS,Cooperative,Preliminary,16345,135743,85891
2021,1,3892,City of Coffeyville - (KS),KS,Municipal,Preliminary,3819,59505,5934
2021,2,3892,City of Coffeyville - (KS),KS,Municipal,Preliminary,4074,62908,5932
2021,3,3892,City of Coffeyville - (KS),KS,Municipal,Preliminary,4078,65624,5961
2021,1,3916,Cobb Electric Membership Corp,GA,Cooperative,Preliminary,32965,307923,214464
2021,2,3916,Cobb Electric Membership Corp,GA,Cooperative,Preliminary,32094,274966,214685
2021,3,3916,Cobb Electric Membership Corp,GA,Cooperative,Preliminary,31938,265510,214911
2021,1,3989,City of Colorado Springs - (CO),CO,Municipal,Preliminary,40126,409120,242191
2021,2,3989,City of Colorado Springs - (CO),CO,Municipal,Preliminary,36133,415642,242688
2021,3,3989,City of Colorado Springs - (CO),CO,Municipal,Preliminary,38002,380109,243053
2021,1,4110,Commonwealth Edison Co,IL,Investor Owned,Preliminary,278889,2444899,2931269
2021,2,4110,Commonwealth Edison Co,IL,Investor Owned,Preliminary,298188,2439246,2943695
2021,3,4110,Commonwealth Edison Co,IL,Investor Owned,Preliminary,277467,2079434,2951350
2021,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Preliminary,198693,1003067,1026964
2021,2,4176,Connecticut Light & Power Co,CT,Investor Owned,Preliminary,188148,880072,1030486
2021,3,4176,Connecticut Light & Power Co,CT,Investor Owned,Preliminary,178148,819300,1026872
2021,1,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,Preliminary,432032,1707758,2870423
2021,2,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,Preliminary,479581,1740252,2877796
2021,3,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,Preliminary,375877,1545084,2877307
2021,1,4247,Consolidated Water Power Co,WI,Investor Owned,Preliminary,2547,59407,104
2021,2,4247,Consolidated Water Power Co,WI,Investor Owned,Preliminary,4583,55521,104
